1,0.2625,0.8888888888888888,0.16666666666666666,0.0,0.08695652173913043,0.24615384615384617,0.42857142857142855,0.0,0.5,16,1,1,0,13,3,1,1,19,1,0,1,17,2,2,2
2,0.2125,0.0,0.9444444444444444,0.0,0.0,nan,0.21794871794871795,nan,0.0,0,18,0,0,0,17,0,1,0,20,0,1,0,23,0,0
3,0.4125,0.6111111111111112,0.5555555555555556,0.14285714285714285,0.391304347826087,0.5238095238095238,0.37037037037037035,0.25,0.45,11,1,4,2,2,10,1,5,6,8,3,4,2,8,4,9
4,0.2625,0.5,0.16666666666666666,0.047619047619047616,0.34782608695652173,0.2903225806451613,0.3333333333333333,1.0,0.20512820512820512,9,0,0,9,5,3,0,10,7,1,1,12,10,5,0,8
5,0.3,0.2222222222222222,0.3888888888888889,0.2857142857142857,0.30434782608695654,0.8,0.3684210526315789,0.2857142857142857,0.2,4,1,2,11,0,7,3,8,0,6,6,9,1,5,10,7
